numeroTelefono;creditoResiduo
+39320004848;166,60
+39320004850;222,34
+39320004852;140,68
+39320004854;213,96
+39320004856;194,67
+39320004858;167,73
+39320004860;185,09
+39320004862;114,50
+39320004864;215,86
+39320004866;180,46
+39320004868;229,64
+39320004870;211,06
+39320004872;156,33
+39320004874;194,24
+39320004876;176,76
+39320004878;212,70
+39320004880;91,88
+39320004882;180,07
+39320004884;128,89
+39320004886;236,52
+39320004888;174,24
+39320004890;239,82
+39320004892;189,15
+39320004894;201,77
+39320004896;144,79
+39320004898;21,74
+39320004900;114,92
+39320004902;95,72
+39320004904;193,75
+39320004906;57,44
+39320004908;176,37
+39320004910;133,73
+39320004912;33,95
+39320004914;34,96
+39320004916;231,60
+39320004918;53,67
+39320004920;25,05
+39320004922;39,49
+39320004924;154,45
+39320004926;213,11
+39320004928;244,63
+39320004930;40,97
+39320004932;49,84
+39320004934;55,89
+39320004936;125,82
+39320004938;90,40
+39320004940;0,24
+39320004942;25,16
+39320004944;174,13
+39320004946;101,41
+39320004948;122,60
+39320004950;209,75
+39320004952;147,24
+39320004954;119,58
+39320004956;65,16
+39320004958;50,31
+39320004960;18,97
+39320004962;181,45
+39320004964;147,59
+39320004966;67,64
+39320004968;223,57
+39320004970;133,17
+39320004972;179,67
+39320004974;188,76
+39320004976;242,03
+39320004978;133,45
+39320004980;212,46
+39320004982;53,09
+39320004984;34,15
+39320004986;200,20
+39320004988;209,78
+39320004990;31,94
+39320004992;246,11
+39320004994;223,65
+39320004996;8,17
+39320004998;128,92
+39320005000;3,53
+39320005002;194,90
+39320005004;30,54
+39320005006;152,10
+39320005008;192,14
+39320005010;10,22
+39320005012;229,09
+39320005014;13,90
+39320005016;112,69
+39320005018;126,62
+39320005020;64,41
+39320005022;229,42
+39320005024;57,95
+39320005026;182,12
+39320005028;61,00
+39320005030;188,31
+39320005032;205,07
+39320005034;242,35
+39320005036;151,10
+39320005038;52,67
+39320005040;132,78
+39320005042;94,49
+39320005044;130,92
+39320005046;27,30
+39320005048;87,54
+39320005050;233,13
+39320005052;159,35
+39320005054;198,24
+39320005056;89,62
+39320005058;25,89
+39320005060;164,05
+39320005062;188,92
+39320005064;75,06
+39320005066;144,46
+39320005068;165,46
+39320005070;15,76
+39320005072;78,38
+39320005074;155,36
+39320005076;9,09
+39320005078;57,07
+39320005080;61,73
+39320005082;177,43
+39320005084;104,68
+39320005086;97,30
+39320005088;9,07
+39320005090;96,81
+39320005092;210,39
+39320005094;144,31
+39320005096;224,07
+39320005098;223,56
+39320005100;4,17
+39320005102;141,04
+39320005104;137,53
+39320005106;115,28
+39320005108;167,28
+39320005110;48,61
+39320005112;24,98
+39320005114;101,87
+39320005116;172,65
+39320005118;166,13
+39320005120;155,87
+39320005122;204,74
+39320005124;2,13
+39320005126;188,03
+39320005128;127,45
+39320005130;117,98
+39320005132;233,35
+39320005134;19,96
+39320005136;29,30
+39320005138;206,23
+39320005140;19,42
+39320005142;127,34
+39320005144;85,28
+39320005146;101,50
+39320005148;123,32
+39320005150;34,15
+39320005152;195,56
+39320005154;139,67
+39320005156;33,69
+39320005158;218,64
+39320005160;230,47
+39320005162;242,53
+39320005164;79,90
+39320005166;67,45
+39320005168;125,87
+39320005170;59,56
+39320005172;52,30
+39320005174;94,52
+39320005176;132,47
+39320005178;148,66
+39320005180;42,44
+39320005182;118,04
+39320005184;94,50
+39320005186;187,66
+39320005188;16,04
+39320005190;70,45
+39320005192;119,16
+39320005194;174,50
+39320005196;173,60
+39320005198;79,09
+39320005200;89,10
+39320005202;88,86
+39320005204;75,11
+39320005206;169,48
+39320005208;132,96
+39320005210;34,87
+39320005212;163,67
+39320005214;143,36
+39320005216;176,80
+39320005218;91,33
+39320005220;190,47
+39320005222;204,73
+39320005224;183,95
+39320005226;223,29
+39320005228;135,86
+39320005230;18,64
+39320005232;106,96
+39320005234;123,61
+39320005236;162,25
+39320005238;165,25
+39320005240;2,31
+39320005242;136,15
+39320005244;183,81
+39320005246;214,87
+39320005248;64,79
+39320005250;175,64
+39320005252;189,85
+39320005254;127,29
+39320005256;12,91
+39320005258;74,80
+39320005260;94,21
+39320005262;60,26
+39320005264;194,36
+39320005266;37,68
+39320005268;155,92
+39320005270;34,60
+39320005272;113,02
+39320005274;19,28
+39320005276;180,62
+39320005278;234,64
+39320005280;33,37
+39320005282;133,85
+39320005284;205,97
+39320005286;201,02
+39320005288;248,84
+39320005290;116,00
+39320005292;27,53
+39320005294;186,86
+39320005296;193,22
+39320005298;232,42
+39320005300;227,32
+39320005302;145,00
+39320005304;239,65
+39320005306;120,35
+39320005308;201,36
+39320005310;158,15
+39320005312;52,28
+39320005314;86,14
+39320005316;117,40
+39320005318;188,02
+39320005320;46,36
+39320005322;24,00
+39320005324;229,50
+39320005326;38,75
+39320005328;142,98
+39320005330;22,57
+39320005332;240,75
+39320005334;55,73
+39320005336;188,42
+39320005338;216,76
+39320005340;46,36
+39320005342;171,30
+39320005344;216,89
+39320005346;227,86
+39320005348;68,64
+39320005350;69,55
+39320005352;153,23
+39320005354;134,69
+39320005356;221,95
+39320005358;21,38
+39320005360;12,79
+39320005362;86,79
+39320005364;7,00
+39320005366;126,27
+39320005368;118,71
+39320005370;166,93
+39320005372;2,27
+39320005374;144,89
+39320005376;237,81
+39320005378;110,76
+39320005380;207,08
+39320005382;146,05
+39320005384;163,56
+39320005386;48,67
+39320005388;14,92
+39320005390;43,15
+39320005392;101,95
+39320005394;78,43
+39320005396;240,10
+39320005398;74,51
+39320005400;12,63
+39320005402;130,96
+39320005404;43,71
+39320005406;144,15
+39320005408;136,09
+39320005410;130,17
+39320005412;159,97
+39320005414;116,71
+39320005416;53,37
+39320005418;19,51
+39320005420;61,02
+39320005422;73,38
+39320005424;25,78
+39320005426;186,05
+39320005428;128,54
+39320005430;58,90
+39320005432;175,25
+39320005434;77,90
+39320005436;128,89
+39320005438;195,72
+39320005440;124,90
+39320005442;20,18
+39320005444;108,28
+39320005446;63,53
+39320005448;176,84
+39320005450;8,64
+39320005452;15,27
+39320005454;24,48
+39320005456;58,72
+39320005458;107,88
+39320005460;131,04
+39320005462;209,27
+39320005464;18,09
+39320005466;133,36
+39320005468;113,43
+39320005470;38,07
+39320005472;88,00
+39320005474;158,46
+39320005476;78,05
+39320005478;19,95
+39320005480;182,78
+39320005482;186,86
+39320005484;197,60
+39320005486;216,58
+39320005488;74,05
+39320005490;4,40
+39320005492;110,55
+39320005494;165,03
+39320005496;127,78
+39320005498;156,06
+39320005500;94,93
+39320005502;225,38
+39320005504;18,15
+39320005506;104,10
+39320005508;122,90
+39320005510;71,97
+39320005512;218,41
+39320005514;212,09
+39320005516;227,29
+39320005518;87,29
+39320005520;227,79
+39320005522;38,22
+39320005524;193,55
+39320005526;48,76
+39320005528;185,63
+39320005530;115,23
+39320005532;160,56
+39320005534;171,75
+39320005536;154,14
+39320005538;5,99
+39320005540;165,31
+39320005542;247,62
+39320005544;232,53
+39320005546;210,13
+39320005548;111,13
+39320005550;135,22
+39320005552;232,52
+39320005554;49,80
+39320005556;124,90
+39320005558;63,68
+39320005560;190,09
+39320005562;63,87
+39320005564;42,68
+39320005566;173,75
+39320005568;188,44
+39320005570;44,44
+39320005572;205,17
+39320005574;126,91
+39320005576;225,12
+39320005578;89,13
+39320005580;45,25
+39320005582;146,63
+39320005584;88,55
+39320005586;211,19
+39320005588;136,89
+39320005590;243,05
+39320005592;104,26
+39320005594;41,56
+39320005596;212,76
+39320005598;119,31
+39320005600;246,71
+39320005602;69,64
+39320005604;15,84
+39320005606;73,84
+39320005608;61,77
+39320005610;187,60
+39320005612;11,46
+39320005614;121,59
+39320005616;99,36
+39320005618;197,08
+39320005620;140,29
+39320005622;240,07
+39320005624;11,82
+39320005626;209,95
+39320005628;160,59
+39320005630;64,22
+39320005632;146,01
+39320005634;38,59
+39320005636;140,54
+39320005638;184,34
+39320005640;47,77
+39320005642;130,68
+39320005644;63,67
+39320005646;71,87
+39320005648;163,84
+39320005650;147,70
+39320005652;128,84
+39320005654;83,17
+39320005656;188,49
+39320005658;234,34
+39320005660;213,74
+39320005662;26,45
+39320005664;6,93
+39320005666;29,48
+39320005668;227,83
+39320005670;122,06
+39320005672;14,84
+39320005674;120,83
+39320005676;64,29
+39320005678;172,72
+39320005680;26,81
+39320005682;117,92
+39320005684;234,91
+39320005686;2,47
+39320005688;177,51
+39320005690;98,62
+39320005692;222,42
+39320005694;69,26
+39320005696;99,03
+39320005698;233,36
+39320005700;119,72
+39320005702;149,72
+39320005704;94,26
+39320005706;110,62
+39320005708;98,44
+39320005710;14,51
+39320005712;212,80
+39320005714;65,83
+39320005716;1,67
+39320005718;135,81
+39320005720;109,09
+39320005722;52,68
+39320005724;38,46
+39320005726;197,63
+39320005728;236,03
+39320005730;70,51
+39320005732;53,99
+39320005734;193,43
+39320005736;100,54
+39320005738;98,98
+39320005740;82,15
+39320005742;93,37
+39320005744;229,51
+39320005746;140,16
+39320005748;233,83
+39320005750;166,61
+39320005752;106,84
+39320005754;117,47
+39320005756;114,98
+39320005758;65,41
+39320005760;138,37
+39320005762;84,58
+39320005764;96,37
+39320005766;39,18
+39320005768;57,51
+39320005770;55,05
+39320005772;239,08
+39320005774;60,08
+39320005776;33,91
+39320005778;220,62
+39320005780;10,44
+39320005782;134,32
+39320005784;47,05
+39320005786;201,45
+39320005788;219,92
+39320005790;176,20
+39320005792;23,25
+39320005794;154,85
+39320005796;122,21
+39320005798;76,15
+39320005800;68,08
+39320005802;50,43
+39320005804;112,38
+39320005806;9,24
+39320005808;238,19
+39320005810;143,98
+39320005812;114,71
+39320005814;150,79
+39320005816;205,72
+39320005818;244,17
+39320005820;143,74
+39320005822;58,25
+39320005824;23,52
+39320005826;165,83
+39320005828;62,70
+39320005830;117,54
+39320005832;135,36
+39320005834;145,14
+39320005836;129,72
+39320005838;73,33
+39320005840;176,44
+39320005842;241,59
+39320005844;107,33
+39320005846;69,48
+39320005848;7,92
+39320005850;227,98
+39320005852;224,46
+39320005854;165,06
+39320005856;114,08
+39320005858;200,47
+39320005860;179,73
+39320005862;147,05
+39320005864;80,07
+39320005866;45,26
+39320005868;61,81
+39320005870;29,68
+39320005872;134,51
+39320005874;109,91
+39320005876;229,30
+39320005878;112,31
+39320005880;235,22
+39320005882;81,92
+39320005884;173,56
+39320005886;207,98
+39320005888;242,20
+39320005890;210,02
+39320005892;212,37
+39320005894;155,95
+39320005896;127,22
+39320005898;41,15
+39320005900;238,82
+39320005902;16,00
+39320005904;6,46
+39320005906;73,05
+39320005908;173,92
+39320005910;249,85
+39320005912;218,92
+39320005914;116,30
+39320005916;15,43
+39320005918;53,63
+39320005920;50,80
+39320005922;80,22
+39320005924;100,89
+39320005926;5,45
+39320005928;108,80
+39320005930;208,65
+39320005932;136,86
+39320005934;67,75
+39320005936;0,57
+39320005938;186,59
+39320005940;9,05
+39320005942;92,40
+39320005944;37,25
+39320005946;12,73
+39320005948;78,09
+39320005950;111,13
+39320005952;121,57
+39320005954;102,78
+39320005956;44,12
+39320005958;125,83
+39320005960;187,29
+39320005962;38,47
+39320005964;185,66
+39320005966;248,72
+39320005968;121,36
+39320005970;37,30
+39320005972;28,73
+39320005974;229,93
+39320005976;172,41
+39320005978;101,97
+39320005980;247,95
+39320005982;183,19
+39320005984;127,18
+39320005986;209,08
+39320005988;244,59
+39320005990;241,88
+39320005992;238,69
+39320005994;227,45
+39320005996;209,88
+39320005998;46,88
+39320006000;186,21
+39320006002;88,65
+39320006004;147,52
+39320006006;173,30
+39320006008;114,90
+39320006010;80,95
+39320006012;100,33
+39320006014;26,70
+39320006016;232,10
+39320006018;5,01
+39320006020;240,75
+39320006022;87,55
+39320006024;11,69
+39320006026;50,24
+39320006028;102,25
+39320006030;211,68
+39320006032;88,03
+39320006034;194,10
+39320006036;109,45
+39320006038;220,34
+39320006040;248,22
+39320006042;117,18
+39320006044;107,49
+39320006046;2,32
+39320006048;44,61
+39320006050;114,63
+39320006052;180,18
+39320006054;171,89
+39320006056;127,93
+39320006058;25,17
+39320006060;101,80
+39320006062;33,87
+39320006064;212,05
+39320006066;8,66
+39320006068;78,00
+39320006070;99,07
+39320006072;143,64
+39320006074;127,57
+39320006076;68,18
+39320006078;31,53
+39320006080;13,54
+39320006082;95,99
+39320006084;247,21
+39320006086;39,39
+39320006088;11,20
+39320006090;108,96
+39320006092;97,70
+39320006094;80,07
+39320006096;87,73
+39320006098;203,29
+39320006100;227,57
+39320006102;64,34
+39320006104;155,96
+39320006106;56,61
+39320006108;38,68
+39320006110;13,86
+39320006112;107,99
+39320006114;108,86
+39320006116;71,62
+39320006118;81,08
+39320006120;44,69
+39320006122;156,80
+39320006124;28,48
+39320006126;244,46
+39320006128;55,31
+39320006130;175,32
+39320006132;186,35
+39320006134;116,59
+39320006136;3,01
+39320006138;222,37
+39320006140;244,00
+39320006142;8,01
+39320006144;113,27
+39320006146;28,94
+39320006148;193,94
+39320006150;214,31
+39320006152;140,02
+39320006154;89,22
+39320006156;33,35
+39320006158;78,83
+39320006160;110,12
+39320006162;166,40
+39320006164;2,10
+39320006166;155,72
+39320006168;9,03
+39320006170;132,90
+39320006172;72,32
+39320006174;193,11
+39320006176;232,10
+39320006178;145,63
+39320006180;136,54
+39320006182;163,95
+39320006184;140,33
+39320006186;37,62
+39320006188;61,63
+39320006190;6,24
+39320006192;162,04
+39320006194;166,38
+39320006196;91,55
+39320006198;200,08
+39320006200;218,14
+39320006202;173,70
+39320006204;18,89
+39320006206;50,19
+39320006208;62,62
+39320006210;54,47
+39320006212;113,59
+39320006214;66,78
+39320006216;201,81
+39320006218;132,49
+39320006220;167,26
+39320006222;248,40
+39320006224;171,93
+39320006226;49,34
+39320006228;104,22
+39320006230;99,18
+39320006232;94,18
+39320006234;37,17
+39320006236;201,13
+39320006238;192,51
+39320006240;37,79
+39320006242;31,88
+39320006244;197,72
+39320006246;9,78
+39320006248;127,51
+39320006250;26,80
+39320006252;172,75
+39320006254;145,71
+39320006256;18,08
+39320006258;133,81
+39320006260;193,60
+39320006262;150,27
+39320006264;62,77
+39320006266;192,01
+39320006268;138,45
+39320006270;181,85
+39320006272;202,37
+39320006274;128,83
+39320006276;188,52
+39320006278;62,43
+39320006280;3,55
+39320006282;80,91
+39320006284;201,61
+39320006286;218,16
+39320006288;213,19
+39320006290;10,45
+39320006292;66,94
+39320006294;54,16
+39320006296;209,84
+39320006298;248,49
+39320006300;209,71
+39320006302;173,72
+39320006304;84,78
+39320006306;55,34
+39320006308;129,55
+39320006310;108,03
+39320006312;147,57
+39320006314;46,09
+39320006316;194,47
+39320006318;24,30
+39320006320;103,71
+39320006322;104,50
+39320006324;240,20
+39320006326;40,19
+39320006328;226,43
+39320006330;207,37
+39320006332;36,05
+39320006334;37,26
+39320006336;181,02
+39320006338;141,50
+39320006340;99,13
+39320006342;12,89
+39320006344;155,47
+39320006346;195,86
+39320006348;146,20
+39320006350;181,10
+39320006352;18,71
+39320006354;97,20
+39320006356;37,16
+39320006358;56,02
+39320006360;210,86
+39320006362;92,36
+39320006364;88,49
+39320006366;225,38
+39320006368;189,75
+39320006370;88,61
+39320006372;157,93
+39320006374;5,67
+39320006376;155,91
+39320006378;75,80
+39320006380;142,45
+39320006382;72,68
+39320006384;99,48
+39320006386;9,87
+39320006388;36,04
+39320006390;176,61
+39320006392;219,38
+39320006394;198,58
+39320006396;192,22
+39320006398;5,74
+39320006400;248,30
+39320006402;244,75
+39320006404;229,36
+39320006406;63,67
+39320006408;103,31
+39320006410;167,38
+39320006412;91,02
+39320006414;122,50
+39320006416;136,02
+39320006418;126,00
+39320006420;171,96
+39320006422;50,02
+39320006424;78,07
+39320006426;129,52
+39320006428;67,82
+39320006430;210,10
+39320006432;159,77
+39320006434;132,60
+39320006436;136,43
+39320006438;31,25
+39320006440;3,79
+39320006442;95,77
+39320006444;153,31
+39320006446;92,61
+39320006448;103,70
+39320006450;237,97
+39320006452;172,08
+39320006454;60,00
+39320006456;58,99
+39320006458;117,50
+39320006460;226,44
+39320006462;133,11
+39320006464;184,88
+39320006466;188,15
+39320006468;241,31
+39320006470;247,53
+39320006472;205,30
+39320006474;40,25
+39320006476;223,50
+39320006478;21,98
+39320006480;124,28
+39320006482;243,29
+39320006484;32,49
+39320006486;90,71
+39320006488;33,38
+39320006490;165,14
+39320006492;71,57
+39320006494;55,80
+39320006496;166,74
+39320006498;23,87
+39320006500;70,47
+39320006502;155,32
+39320006504;185,75
+39320006506;237,45
+39320006508;30,92
+39320006510;107,80
+39320006512;187,10
+39320006514;214,19
+39320006516;12,48
+39320006518;105,51
+39320006520;239,93
+39320006522;117,67
+39320006524;158,69
+39320006526;178,11
+39320006528;19,87
+39320006530;73,82
+39320006532;57,62
+39320006534;61,72
+39320006536;211,55
+39320006538;98,57
+39320006540;160,60
+39320006542;117,19
+39320006544;196,46
+39320006546;161,09
+39320006548;216,62
+39320006550;35,62
+39320006552;52,94
+39320006554;235,29
+39320006556;33,48
+39320006558;90,02
+39320006560;119,22
+39320006562;114,00
+39320006564;90,53
+39320006566;84,77
+39320006568;248,78
+39320006570;201,13
+39320006572;219,32
+39320006574;23,31
+39320006576;131,58
+39320006578;248,82
+39320006580;177,74
+39320006582;132,81
+39320006584;206,78
+39320006586;191,47
+39320006588;135,51
+39320006590;218,30
+39320006592;202,83
+39320006594;189,53
+39320006596;71,34
+39320006598;225,05
+39320006600;172,99
+39320006602;192,96
+39320006604;92,13
+39320006606;197,90
+39320006608;111,77
+39320006610;13,99
+39320006612;144,06
+39320006614;207,35
+39320006616;147,44
+39320006618;85,08
+39320006620;161,30
+39320006622;37,55
+39320006624;77,62
+39320006626;213,04
+39320006628;166,29
+39320006630;118,55
+39320006632;102,88
+39320006634;161,21
+39320006636;166,13
+39320006638;129,95
+39320006640;129,20
+39320006642;53,81
+39320006644;186,57
+39320006646;218,28
+39320006648;81,39
+39320006650;72,64
+39320006652;82,01
+39320006654;33,77
+39320006656;28,69
+39320006658;83,83
+39320006660;43,23
+39320006662;83,05
+39320006664;12,91
+39320006666;70,20
+39320006668;123,58
+39320006670;105,63
+39320006672;168,67
+39320006674;228,82
+39320006676;94,77
+39320006678;73,01
+39320006680;235,91
+39320006682;169,74
+39320006684;21,47
+39320006686;138,49
+39320006688;38,43
+39320006690;5,08
+39320006692;179,52
+39320006694;5,81
+39320006696;24,35
+39320006698;44,48
+39320006700;166,95
+39320006702;14,43
+39320006704;79,93
+39320006706;122,11
+39320006708;85,05
+39320006710;216,76
+39320006712;141,27
+39320006714;111,33
+39320006716;174,32
+39320006718;247,72
+39320006720;165,95
+39320006722;0,39
+39320006724;157,79
+39320006726;128,71
+39320006728;225,05
+39320006730;39,16
+39320006732;120,94
+39320006734;224,95
+39320006736;219,14
+39320006738;173,07
+39320006740;105,88
+39320006742;164,81
+39320006744;74,35
+39320006746;49,59
+39320006748;237,46
+39320006750;28,74
+39320006752;146,58
+39320006754;185,74
+39320006756;45,01
+39320006758;216,16
+39320006760;51,42
+39320006762;81,89
+39320006764;115,82
+39320006766;111,87
+39320006768;124,43
+39320006770;62,67
+39320006772;196,75
+39320006774;97,00
+39320006776;133,01
+39320006778;80,67
+39320006780;166,40
+39320006782;74,89
+39320006784;147,57
+39320006786;23,04
+39320006788;117,58
+39320006790;18,75
+39320006792;156,94
+39320006794;7,46
+39320006796;21,33
+39320006798;247,82
+39320006800;8,81
+39320006802;249,11
+39320006804;221,85
+39320006806;151,06
+39320006808;208,13
+39320006810;118,64
+39320006812;114,87
+39320006814;72,46
+39320006816;92,06
+39320006818;125,11
+39320006820;195,66
+39320006822;54,51
+39320006824;189,29
+39320006826;232,56
+39320006828;92,93
+39320006830;220,89
+39320006832;133,00
+39320006834;183,98
+39320006836;122,41
+39320006838;182,32
+39320006840;242,40
+39320006842;186,53
+39320006844;124,80
+39320006846;172,14
+39320006848;148,85
+39320006850;210,28
+39320006852;236,82
+39320006854;187,29
+39320006856;45,85
+39320006858;22,04
+39320006860;174,42
+39320006862;51,15
+39320006864;167,54
+39320006866;26,83
+39320006868;98,72
+39320006870;83,44
+39320006872;74,53
+39320006874;145,02
+39320006876;145,77
+39320006878;157,39
+39320006880;98,31
+39320006882;54,43
+39320006884;15,42
+39320006886;50,21
+39320006888;177,75
+39320006890;198,14
+39320006892;89,68
+39320006894;97,21
+39320006896;111,33
+39320006898;217,53
+39320006900;211,71
+39320006902;217,77
+39320006904;27,02
+39320006906;185,22
+39320006908;191,29
+39320006910;218,41
+39320006912;182,37
+39320006914;248,40
+39320006916;61,58
+39320006918;91,22
+39320006920;120,68
+39320006922;221,71
+39320006924;79,23
+39320006926;98,14
+39320006928;117,20
+39320006930;83,66
+39320006932;129,21
+39320006934;178,56
+39320006936;118,55
+39320006938;173,35
+39320006940;96,05
+39320006942;232,61
+39320006944;73,11
+39320006946;45,77
+39320006948;2,37
+39320006950;31,82
+39320006952;54,22
+39320006954;206,34
+39320006956;245,15
+39320006958;127,33
+39320006960;117,74
+39320006962;105,17
+39320006964;16,08
+39320006966;189,46
+39320006968;71,78
+39320006970;124,93
+39320006972;173,30
+39320006974;247,71
+39320006976;66,48
+39320006978;156,35
+39320006980;15,78
+39320006982;88,30
+39320006984;188,22
+39320006986;108,93
+39320006988;84,00
+39320006990;39,13
+39320006992;173,18
+39320006994;220,73
+39320006996;136,70
+39320006998;122,56
+39320007000;217,41
+39320007002;48,74
+39320007004;37,84
+39320007006;136,73
+39320007008;44,33
+39320007010;199,34
+39320007012;237,63
+39320007014;213,47
+39320007016;153,12
+39320007018;93,64
+39320007020;87,69
+39320007022;162,23
+39320007024;121,11
+39320007026;102,63
+39320007028;77,45
+39320007030;66,52
+39320007032;168,97
+39320007034;8,46
+39320007036;37,72
+39320007038;61,35
+39320007040;230,83
+39320007042;249,68
+39320007044;181,49
+39320007046;131,58
+39320007048;233,66
+39320007050;79,02
+39320007052;204,71
+39320007054;187,54
+39320007056;84,60
+39320007058;162,63
+39320007060;132,45
+39320007062;0,38
+39320007064;139,01
+39320007066;205,92
+39320007068;148,64
+39320007070;63,41
+39320007072;19,84
+39320007074;111,63
+39320007076;137,01
+39320007078;94,23
+39320007080;196,45
+39320007082;97,17
+39320007084;60,56
+39320007086;58,49
+39320007088;110,67
+39320007090;102,11
+39320007092;49,66
+39320007094;144,29
+39320007096;39,05
+39320007098;107,60
+39320007100;125,50
+39320007102;231,22
+39320007104;0,13
+39320007106;121,23
+39320007108;137,35
+39320007110;124,68
+39320007112;246,74
+39320007114;80,78
+39320007116;28,83
+39320007118;2,17
+39320007120;0,98
+39320007122;32,64
+39320007124;6,61
+39320007126;216,07
+39320007128;140,92
+39320007130;148,79
+39320007132;88,85
+39320007134;121,70
+39320007136;244,13
+39320007138;94,41
+39320007140;133,16
+39320007142;145,15
+39320007144;139,16
+39320007146;187,84
+39320007148;244,25
+39320007150;97,22
+39320007152;51,25
+39320007154;161,39
+39320007156;87,52
+39320007158;201,56
+39320007160;186,88
+39320007162;169,99
+39320007164;218,02
+39320007166;29,12
+39320007168;199,95
+39320007170;133,81
+39320007172;65,99
+39320007174;150,23
+39320007176;16,13
+39320007178;60,79
+39320007180;80,03
+39320007182;119,72
+39320007184;119,18
+39320007186;59,25
+39320007188;39,45
+39320007190;55,57
+39320007192;128,80
+39320007194;92,30
+39320007196;196,36
+39320007198;20,35
+39320007200;188,99
+39320007202;117,27
+39320007204;123,19
+39320007206;134,47
+39320007208;31,71
+39320007210;203,49
+39320007212;159,81
+39320007214;229,54
+39320007216;147,30
+39320007218;71,66
+39320007220;109,54
+39320007222;80,52
+39320007224;71,10
+39320007226;182,34
+39320007228;142,91
+39320007230;75,73
+39320007232;72,61
+39320007234;214,93
+39320007236;25,79
+39320007238;47,11
+39320007240;61,74
+39320007242;193,69
+39320007244;84,06
+39320007246;92,96
+39320007248;219,20
+39320007250;153,13
+39320007252;78,44
+39320007254;167,64
+39320007256;142,58
+39320007258;125,94
+39320007260;175,98
+39320007262;100,83
+39320007264;131,34
+39320007266;122,20
+39320007268;81,30
+39320007270;126,06
+39320007272;36,58
+39320007274;196,69
+39320007276;116,27
+39320007278;61,89
+39320007280;232,99
+39320007282;54,87
+39320007284;203,24
+39320007286;61,81
+39320007288;211,39
+39320007290;6,81
+39320007292;164,34
+39320007294;125,81
+39320007296;232,48
+39320007298;197,74
+39320007300;171,53
+39320007302;69,36
+39320007304;165,44
+39320007306;176,06
+39320007308;99,93
+39320007310;223,68
+39320007312;247,40
+39320007314;171,57
+39320007316;232,27
+39320007318;57,83
+39320007320;172,43
+39320007322;101,19
+39320007324;112,16
+39320007326;86,41
+39320007328;59,40
+39320007330;155,29
+39320007332;19,60
+39320007334;106,34
+39320007336;16,92
+39320007338;79,87
+39320007340;137,79
+39320007342;236,40
+39320007344;41,15
+39320007346;78,93
+39320007348;179,17
+39320007350;196,63
+39320007352;115,09
+39320007354;245,55
+39320007356;125,20
+39320007358;123,71
+39320007360;78,86
+39320007362;172,67
+39320007364;91,14
+39320007366;84,68
+39320007368;119,30
+39320007370;130,39
+39320007372;236,39
+39320007374;192,36
+39320007376;243,44
+39320007378;20,52
+39320007380;213,01
+39320007382;151,50
+39320007384;45,42
+39320007386;133,68
+39320007388;97,03
+39320007390;138,20
+39320007392;206,99
+39320007394;120,88
+39320007396;234,22
+39320007398;112,45
+39320007400;192,73
+39320007402;72,20
+39320007404;143,38
+39320007406;21,12
+39320007408;25,86
+39320007410;0,63
+39320007412;172,12
+39320007414;8,84
+39320007416;92,99
+39320007418;8,33
+39320007420;65,20
+39320007422;51,05
+39320007424;194,59
+39320007426;232,22
+39320007428;110,76
+39320007430;133,93
+39320007432;83,99
+39320007434;11,48
+39320007436;118,70
+39320007438;248,92
+39320007440;141,03
+39320007442;196,17
+39320007444;72,65
+39320007446;79,61
+39320007448;167,27
+39320007450;120,35
+39320007452;32,71
+39320007454;73,42
+39320007456;82,05
+39320007458;162,75
+39320007460;137,03
+39320007462;157,05
+39320007464;201,48
+39320007466;111,89
+39320007468;85,65
+39320007470;72,99
+39320007472;196,05
+39320007474;37,24
+39320007476;5,32
+39320007478;235,30
+39320007480;198,24
+39320007482;92,46
+39320007484;183,79
+39320007486;144,96
+39320007488;101,52
+39320007490;130,75
+39320007492;107,03
+39320007494;205,53
+39320007496;85,82
+39320007498;157,42
+39320007500;22,33
+39320007502;71,13
+39320007504;68,87
+39320007506;163,60
+39320007508;10,52
+39320007510;83,93
+39320007512;8,48
+39320007514;138,43
+39320007516;32,53
+39320007518;5,78
+39320007520;155,74
+39320007522;231,71
+39320007524;77,54
+39320007526;155,95
+39320007528;109,27
+39320007530;184,78
+39320007532;206,10
+39320007534;230,08
+39320007536;197,13
+39320007538;52,79
+39320007540;100,86
+39320007542;35,03
+39320007544;76,10
+39320007546;192,80
+39320007548;121,13
+39320007550;182,39
+39320007552;87,37
+39320007554;217,79
+39320007556;45,99
+39320007558;161,73
+39320007560;157,67
+39320007562;101,74
+39320007564;61,95
+39320007566;8,80
+39320007568;182,41
+39320007570;89,24
+39320007572;226,80
+39320007574;137,19
+39320007576;175,37
+39320007578;137,53
+39320007580;199,76
+39320007582;123,95
+39320007584;210,54
+39320007586;75,40
+39320007588;143,84
+39320007590;184,69
+39320007592;141,16
+39320007594;236,31
+39320007596;18,38
+39320007598;238,10
+39320007600;242,15
+39320007602;242,41
+39320007604;227,76
+39320007606;55,72
+39320007608;57,46
+39320007610;136,39
+39320007612;150,68
+39320007614;45,16
+39320007616;91,21
+39320007618;95,26
+39320007620;65,28
+39320007622;96,26
+39320007624;92,42
+39320007626;27,93
+39320007628;54,76
+39320007630;31,81
+39320007632;148,38
+39320007634;98,67
+39320007636;196,66
+39320007638;88,66
+39320007640;197,95
+39320007642;146,09
