numeroTelefono;dataAttivazione;tipoContratto;statoContratto
39320001983;17/06/2021;CONSUMO;ATTIVO
39320001984;25/08/2021;RICARICA;ATTIVO
39320001985;26/03/2023;CONSUMO;ATTIVO
39320001986;07/01/2026;RICARICA;ATTIVO
39320001987;06/07/2021;CONSUMO;ATTIVO
39320001988;05/03/2023;RICARICA;ATTIVO
39320001989;19/12/2025;CONSUMO;ATTIVO
39320001990;18/01/2022;RICARICA;ATTIVO
39320001991;24/06/2022;CONSUMO;ATTIVO
39320001992;24/06/2022;RICARICA;ATTIVO
39320001993;05/07/2022;CONSUMO;ATTIVO
39320001994;06/11/2021;RICARICA;ATTIVO
39320001995;28/09/2024;CONSUMO;ATTIVO
39320001996;30/09/2024;RICARICA;ATTIVO
39320001997;14/01/2024;CONSUMO;ATTIVO
39320001998;30/03/2025;RICARICA;ATTIVO
39320001999;08/02/2024;CONSUMO;ATTIVO
39320002000;04/03/2023;RICARICA;ATTIVO
39320002001;08/05/2023;CONSUMO;SOSPESO
39320002002;08/11/2024;RICARICA;ATTIVO
39320002003;31/08/2023;CONSUMO;ATTIVO
39320002004;28/04/2022;RICARICA;ATTIVO
39320002005;11/06/2021;CONSUMO;ATTIVO
39320002006;15/10/2025;RICARICA;ATTIVO
39320002007;26/10/2023;CONSUMO;ATTIVO
39320002008;25/11/2023;RICARICA;ATTIVO
39320002009;19/10/2024;CONSUMO;SOSPESO
39320002010;29/10/2021;RICARICA;ATTIVO
39320002011;31/03/2025;CONSUMO;ATTIVO
39320002012;09/12/2021;RICARICA;SOSPESO
39320002013;14/07/2025;CONSUMO;ATTIVO
39320002014;29/03/2021;RICARICA;ATTIVO
39320002015;31/10/2024;CONSUMO;ATTIVO
39320002016;12/08/2025;RICARICA;ATTIVO
39320002017;05/09/2025;CONSUMO;ATTIVO
39320002018;17/10/2022;RICARICA;ATTIVO
39320002019;16/02/2026;CONSUMO;ATTIVO
39320002020;28/06/2021;RICARICA;ATTIVO
39320002021;25/03/2023;CONSUMO;ATTIVO
39320002022;21/10/2025;RICARICA;ATTIVO
39320002023;28/07/2023;CONSUMO;ATTIVO
39320002024;26/01/2021;RICARICA;ATTIVO
39320002025;30/06/2024;CONSUMO;ATTIVO
39320002026;20/05/2025;RICARICA;ATTIVO
39320002027;29/04/2023;CONSUMO;ATTIVO
39320002028;06/03/2024;RICARICA;ATTIVO
39320002029;03/04/2025;CONSUMO;SOSPESO
39320002030;25/07/2021;RICARICA;SOSPESO
39320002031;27/02/2024;CONSUMO;ATTIVO
39320002032;29/05/2025;RICARICA;ATTIVO
39320002033;02/01/2024;CONSUMO;ATTIVO
39320002034;03/12/2025;RICARICA;ATTIVO
39320002035;24/02/2023;CONSUMO;ATTIVO
39320002036;17/03/2024;RICARICA;ATTIVO
39320002037;18/03/2021;CONSUMO;ATTIVO
39320002038;06/04/2023;RICARICA;ATTIVO
39320002039;31/05/2024;CONSUMO;ATTIVO
39320002040;03/04/2023;RICARICA;ATTIVO
39320002041;27/12/2025;CONSUMO;ATTIVO
39320002042;15/11/2024;RICARICA;ATTIVO
39320002043;08/03/2025;CONSUMO;ATTIVO
39320002044;05/07/2022;RICARICA;ATTIVO
39320002045;11/02/2021;CONSUMO;ATTIVO
39320002046;14/06/2025;RICARICA;ATTIVO
39320002047;29/07/2022;CONSUMO;ATTIVO
39320002048;24/10/2025;RICARICA;ATTIVO
39320002049;21/07/2021;CONSUMO;SOSPESO
39320002050;12/04/2022;RICARICA;ATTIVO
39320002051;04/03/2025;CONSUMO;ATTIVO
39320002052;19/08/2025;RICARICA;ATTIVO
39320002053;01/02/2025;CONSUMO;ATTIVO
39320002054;15/08/2024;RICARICA;ATTIVO
39320002055;24/06/2023;CONSUMO;ATTIVO
39320002056;15/08/2025;RICARICA;ATTIVO
39320002057;20/09/2023;CONSUMO;ATTIVO
39320002058;12/11/2025;RICARICA;ATTIVO
39320002059;26/04/2021;CONSUMO;ATTIVO
39320002060;22/11/2021;RICARICA;ATTIVO
39320002061;24/12/2024;CONSUMO;ATTIVO
39320002062;05/10/2021;RICARICA;ATTIVO
39320002063;10/12/2023;CONSUMO;ATTIVO
39320002064;01/03/2021;RICARICA;ATTIVO
39320002065;28/11/2025;CONSUMO;ATTIVO
39320002066;11/09/2025;RICARICA;ATTIVO
39320002067;09/03/2021;CONSUMO;ATTIVO
39320002068;24/02/2026;RICARICA;ATTIVO
39320002069;12/02/2022;CONSUMO;ATTIVO
39320002070;14/08/2025;RICARICA;ATTIVO
39320002071;24/03/2023;CONSUMO;ATTIVO
39320002072;11/09/2021;RICARICA;ATTIVO
39320002073;11/05/2022;CONSUMO;ATTIVO
39320002074;01/05/2024;RICARICA;ATTIVO
39320002075;18/11/2025;CONSUMO;ATTIVO
39320002076;04/02/2024;RICARICA;ATTIVO
39320002077;01/12/2021;CONSUMO;ATTIVO
39320002078;14/06/2022;RICARICA;ATTIVO
39320002079;11/11/2024;CONSUMO;ATTIVO
39320002080;26/02/2021;RICARICA;ATTIVO
39320002081;30/11/2021;CONSUMO;ATTIVO
39320002082;17/05/2025;RICARICA;SOSPESO
39320002083;22/10/2025;CONSUMO;ATTIVO
39320002084;07/04/2022;RICARICA;ATTIVO
39320002085;06/07/2022;CONSUMO;ATTIVO
39320002086;18/11/2023;RICARICA;ATTIVO
39320002087;18/05/2025;CONSUMO;SOSPESO
39320002088;29/10/2024;RICARICA;ATTIVO
39320002089;10/02/2026;CONSUMO;ATTIVO
39320002090;21/12/2021;RICARICA;ATTIVO
39320002091;18/01/2021;CONSUMO;ATTIVO
39320002092;30/05/2024;RICARICA;ATTIVO
39320002093;18/09/2022;CONSUMO;ATTIVO
39320002094;23/12/2024;RICARICA;ATTIVO
39320002095;18/05/2023;CONSUMO;ATTIVO
39320002096;11/10/2025;RICARICA;ATTIVO
39320002097;01/06/2022;CONSUMO;ATTIVO
39320002098;11/09/2022;RICARICA;ATTIVO
39320002099;16/08/2025;CONSUMO;ATTIVO
39320002100;12/04/2024;RICARICA;ATTIVO
39320002101;14/11/2023;CONSUMO;SOSPESO
39320002102;24/09/2025;RICARICA;ATTIVO
39320002103;24/02/2024;CONSUMO;ATTIVO
39320002104;01/06/2024;RICARICA;ATTIVO
39320002105;02/11/2024;CONSUMO;ATTIVO
39320002106;11/05/2021;RICARICA;ATTIVO
39320002107;21/07/2022;CONSUMO;ATTIVO
39320002108;31/10/2025;RICARICA;ATTIVO
39320002109;05/09/2024;CONSUMO;ATTIVO
39320002110;02/01/2026;RICARICA;ATTIVO
39320002111;21/01/2022;CONSUMO;ATTIVO
39320002112;17/04/2025;RICARICA;ATTIVO
39320002113;27/04/2021;CONSUMO;ATTIVO
39320002114;02/07/2025;RICARICA;ATTIVO
39320002115;08/04/2023;CONSUMO;ATTIVO
39320002116;26/10/2024;RICARICA;ATTIVO
39320002117;22/02/2021;CONSUMO;ATTIVO
39320002118;29/08/2022;RICARICA;ATTIVO
39320002119;08/05/2023;CONSUMO;ATTIVO
39320002120;17/02/2025;RICARICA;ATTIVO
39320002121;21/12/2024;CONSUMO;SOSPESO
39320002122;30/07/2025;RICARICA;ATTIVO
39320002123;27/01/2025;CONSUMO;ATTIVO
39320002124;06/11/2024;RICARICA;ATTIVO
39320002125;27/05/2025;CONSUMO;ATTIVO
39320002126;07/10/2024;RICARICA;ATTIVO
39320002127;07/09/2022;CONSUMO;ATTIVO
39320002128;18/09/2025;RICARICA;ATTIVO
39320002129;18/02/2024;CONSUMO;ATTIVO
39320002130;19/07/2021;RICARICA;ATTIVO
39320002131;26/02/2025;CONSUMO;ATTIVO
39320002132;14/07/2025;RICARICA;ATTIVO
39320002133;13/02/2026;CONSUMO;ATTIVO
39320002134;24/10/2024;RICARICA;ATTIVO
39320002135;02/09/2024;CONSUMO;ATTIVO
39320002136;29/12/2022;RICARICA;ATTIVO
39320002137;20/11/2025;CONSUMO;ATTIVO
39320002138;03/06/2025;RICARICA;ATTIVO
39320002139;01/02/2023;CONSUMO;ATTIVO
39320002140;26/08/2022;RICARICA;ATTIVO
39320002141;30/08/2021;CONSUMO;ATTIVO
39320002142;10/11/2025;RICARICA;ATTIVO
39320002143;03/04/2024;CONSUMO;SOSPESO
39320002144;26/05/2021;RICARICA;ATTIVO
39320002145;03/02/2022;CONSUMO;ATTIVO
39320002146;12/11/2025;RICARICA;ATTIVO
39320002147;22/12/2023;CONSUMO;ATTIVO
39320002148;21/04/2021;RICARICA;ATTIVO
39320002149;05/11/2021;CONSUMO;ATTIVO
39320002150;15/02/2022;RICARICA;ATTIVO
39320002151;12/03/2024;CONSUMO;ATTIVO
39320002152;27/07/2023;RICARICA;ATTIVO
39320002153;02/11/2025;CONSUMO;ATTIVO
39320002154;15/05/2025;RICARICA;ATTIVO
39320002155;13/11/2022;CONSUMO;ATTIVO
39320002156;29/12/2021;RICARICA;ATTIVO
39320002157;29/04/2021;CONSUMO;ATTIVO
39320002158;15/07/2022;RICARICA;ATTIVO
39320002159;04/05/2025;CONSUMO;ATTIVO
39320002160;15/04/2025;RICARICA;ATTIVO
39320002161;28/05/2025;CONSUMO;ATTIVO
39320002162;30/06/2021;RICARICA;ATTIVO
39320002163;08/06/2023;CONSUMO;ATTIVO
39320002164;07/04/2023;RICARICA;ATTIVO
39320002165;05/09/2023;CONSUMO;ATTIVO
39320002166;19/03/2021;RICARICA;ATTIVO
39320002167;05/02/2025;CONSUMO;ATTIVO
39320002168;29/01/2021;RICARICA;ATTIVO
39320002169;31/03/2025;CONSUMO;ATTIVO
39320002170;26/01/2022;RICARICA;ATTIVO
39320002171;09/01/2021;CONSUMO;ATTIVO
39320002172;25/05/2022;RICARICA;ATTIVO
39320002173;02/12/2025;CONSUMO;ATTIVO
39320002174;22/09/2021;RICARICA;ATTIVO
39320002175;28/10/2023;CONSUMO;ATTIVO
39320002176;09/12/2021;RICARICA;ATTIVO
39320002177;04/04/2021;CONSUMO;ATTIVO
39320002178;19/08/2022;RICARICA;ATTIVO
39320002179;02/12/2023;CONSUMO;ATTIVO
39320002180;23/11/2022;RICARICA;ATTIVO
39320002181;07/11/2024;CONSUMO;SOSPESO
39320002182;03/12/2022;RICARICA;SOSPESO
39320002183;01/10/2023;CONSUMO;ATTIVO
39320002184;21/01/2022;RICARICA;ATTIVO
39320002185;01/02/2026;CONSUMO;ATTIVO
39320002186;07/04/2023;RICARICA;ATTIVO
39320002187;05/04/2022;CONSUMO;ATTIVO
39320002188;26/09/2021;RICARICA;ATTIVO
39320002189;14/02/2021;CONSUMO;ATTIVO
39320002190;13/12/2021;RICARICA;ATTIVO
39320002191;27/12/2024;CONSUMO;ATTIVO
39320002192;18/03/2021;RICARICA;ATTIVO
39320002193;04/08/2024;CONSUMO;ATTIVO
39320002194;01/01/2024;RICARICA;ATTIVO
39320002195;01/05/2024;CONSUMO;SOSPESO
39320002196;17/09/2024;RICARICA;ATTIVO
39320002197;09/09/2025;CONSUMO;ATTIVO
39320002198;13/11/2024;RICARICA;ATTIVO
39320002199;29/06/2023;CONSUMO;ATTIVO
39320002200;26/01/2024;RICARICA;ATTIVO
39320002201;08/12/2024;CONSUMO;ATTIVO
39320002202;24/11/2024;RICARICA;ATTIVO
39320002203;20/01/2021;CONSUMO;ATTIVO
39320002204;17/09/2024;RICARICA;ATTIVO
39320002205;02/12/2023;CONSUMO;ATTIVO
39320002206;25/05/2024;RICARICA;ATTIVO
39320002207;08/05/2023;CONSUMO;ATTIVO
39320002208;03/08/2021;RICARICA;ATTIVO
39320002209;19/06/2024;CONSUMO;ATTIVO
39320002210;22/08/2021;RICARICA;ATTIVO
39320002211;17/10/2023;CONSUMO;ATTIVO
39320002212;14/02/2022;RICARICA;ATTIVO
39320002213;30/08/2025;CONSUMO;ATTIVO
39320002214;18/02/2022;RICARICA;ATTIVO
39320002215;20/04/2023;CONSUMO;ATTIVO
39320002216;22/03/2021;RICARICA;ATTIVO
39320002217;08/02/2026;CONSUMO;ATTIVO
39320002218;12/09/2023;RICARICA;ATTIVO
39320002219;06/01/2021;CONSUMO;ATTIVO
39320002220;02/07/2021;RICARICA;ATTIVO
39320002221;07/09/2025;CONSUMO;ATTIVO
39320002222;09/10/2023;RICARICA;ATTIVO
39320002223;04/07/2021;CONSUMO;ATTIVO
39320002224;03/06/2021;RICARICA;ATTIVO
39320002225;27/07/2021;CONSUMO;ATTIVO
39320002226;12/08/2024;RICARICA;ATTIVO
39320002227;30/08/2022;CONSUMO;ATTIVO
39320002228;13/04/2021;RICARICA;ATTIVO
39320002229;24/12/2021;CONSUMO;ATTIVO
39320002230;12/10/2025;RICARICA;ATTIVO
39320002231;30/06/2025;CONSUMO;ATTIVO
39320002232;23/05/2023;RICARICA;ATTIVO
39320002233;14/07/2021;CONSUMO;ATTIVO
39320002234;29/12/2025;RICARICA;ATTIVO
39320002235;11/10/2025;CONSUMO;ATTIVO
39320002236;18/08/2024;RICARICA;ATTIVO
39320002237;03/01/2023;CONSUMO;ATTIVO
39320002238;27/06/2024;RICARICA;ATTIVO
39320002239;10/02/2025;CONSUMO;ATTIVO
39320002240;28/07/2025;RICARICA;ATTIVO
39320002241;22/08/2021;CONSUMO;ATTIVO
39320002242;24/07/2023;RICARICA;ATTIVO
39320002243;01/03/2023;CONSUMO;ATTIVO
39320002244;07/09/2023;RICARICA;ATTIVO
39320002245;21/08/2024;CONSUMO;ATTIVO
39320002246;08/12/2021;RICARICA;ATTIVO
39320002247;26/11/2024;CONSUMO;ATTIVO
39320002248;26/09/2025;RICARICA;ATTIVO
39320002249;03/05/2023;CONSUMO;ATTIVO
39320002250;16/09/2023;RICARICA;ATTIVO
39320002251;21/10/2024;CONSUMO;ATTIVO
39320002252;05/06/2024;RICARICA;ATTIVO
39320002253;05/01/2023;CONSUMO;ATTIVO
39320002254;02/11/2025;RICARICA;ATTIVO
39320002255;14/09/2025;CONSUMO;ATTIVO
39320002256;01/01/2026;RICARICA;ATTIVO
39320002257;28/02/2026;CONSUMO;ATTIVO
39320002258;23/12/2025;RICARICA;ATTIVO
39320002259;05/04/2021;CONSUMO;ATTIVO
39320002260;03/09/2024;RICARICA;ATTIVO
39320002261;13/12/2024;CONSUMO;ATTIVO
39320002262;11/12/2023;RICARICA;ATTIVO
39320002263;26/03/2024;CONSUMO;ATTIVO
39320002264;04/04/2022;RICARICA;SOSPESO
39320002265;03/10/2024;CONSUMO;ATTIVO
39320002266;30/11/2023;RICARICA;ATTIVO
39320002267;05/12/2024;CONSUMO;ATTIVO
39320002268;06/06/2023;RICARICA;ATTIVO
39320002269;25/05/2022;CONSUMO;ATTIVO
39320002270;21/09/2024;RICARICA;ATTIVO
39320002271;28/02/2023;CONSUMO;ATTIVO
39320002272;20/08/2025;RICARICA;ATTIVO
39320002273;09/06/2024;CONSUMO;ATTIVO
39320002274;10/08/2024;RICARICA;SOSPESO
39320002275;02/11/2023;CONSUMO;ATTIVO
39320002276;11/10/2025;RICARICA;ATTIVO
39320002277;05/12/2021;CONSUMO;ATTIVO
39320002278;04/10/2023;RICARICA;ATTIVO
39320002279;09/11/2022;CONSUMO;SOSPESO
39320002280;14/04/2021;RICARICA;ATTIVO
39320002281;02/02/2024;CONSUMO;ATTIVO
39320002282;06/04/2023;RICARICA;ATTIVO
39320002283;11/06/2021;CONSUMO;ATTIVO
39320002284;29/06/2025;RICARICA;ATTIVO
39320002285;30/06/2021;CONSUMO;ATTIVO
39320002286;05/07/2023;RICARICA;ATTIVO
39320002287;16/10/2023;CONSUMO;ATTIVO
39320002288;06/02/2021;RICARICA;ATTIVO
39320002289;25/04/2023;CONSUMO;ATTIVO
39320002290;30/01/2024;RICARICA;ATTIVO
39320002291;06/07/2021;CONSUMO;ATTIVO
39320002292;21/06/2024;RICARICA;ATTIVO
39320002293;28/12/2025;CONSUMO;ATTIVO
39320002294;28/02/2022;RICARICA;ATTIVO
39320002295;24/07/2023;CONSUMO;SOSPESO
39320002296;15/01/2023;RICARICA;ATTIVO
39320002297;31/07/2025;CONSUMO;ATTIVO
39320002298;20/07/2023;RICARICA;ATTIVO
39320002299;21/04/2025;CONSUMO;ATTIVO
39320002300;27/08/2023;RICARICA;ATTIVO
39320002301;15/01/2023;CONSUMO;ATTIVO
39320002302;22/08/2021;RICARICA;ATTIVO
39320002303;11/09/2024;CONSUMO;ATTIVO
39320002304;01/12/2022;RICARICA;ATTIVO
39320002305;21/07/2024;CONSUMO;SOSPESO
39320002306;21/08/2022;RICARICA;ATTIVO
39320002307;05/02/2023;CONSUMO;ATTIVO
39320002308;04/04/2021;RICARICA;ATTIVO
39320002309;06/10/2023;CONSUMO;ATTIVO
39320002310;08/01/2025;RICARICA;ATTIVO
39320002311;19/04/2023;CONSUMO;ATTIVO
39320002312;05/06/2024;RICARICA;ATTIVO
39320002313;05/09/2021;CONSUMO;SOSPESO
39320002314;16/03/2023;RICARICA;ATTIVO
39320002315;16/08/2025;CONSUMO;ATTIVO
39320002316;07/01/2025;RICARICA;ATTIVO
39320002317;31/03/2025;CONSUMO;ATTIVO
39320002318;13/03/2026;RICARICA;ATTIVO
39320002319;08/10/2024;CONSUMO;ATTIVO
39320002320;01/05/2025;RICARICA;ATTIVO
39320002321;26/07/2023;CONSUMO;ATTIVO
39320002322;30/10/2023;RICARICA;ATTIVO
39320002323;19/10/2023;CONSUMO;ATTIVO
39320002324;16/02/2025;RICARICA;ATTIVO
39320002325;06/06/2023;CONSUMO;ATTIVO
39320002326;17/09/2023;RICARICA;SOSPESO
39320002327;19/05/2025;CONSUMO;SOSPESO
39320002328;29/12/2021;RICARICA;ATTIVO
39320002329;22/12/2021;CONSUMO;ATTIVO
39320002330;20/09/2021;RICARICA;ATTIVO
39320002331;08/09/2024;CONSUMO;ATTIVO
39320002332;13/12/2025;RICARICA;ATTIVO
39320002333;11/12/2025;CONSUMO;ATTIVO
39320002334;01/06/2024;RICARICA;ATTIVO
39320002335;11/04/2025;CONSUMO;ATTIVO
39320002336;26/03/2023;RICARICA;SOSPESO
39320002337;26/08/2022;CONSUMO;ATTIVO
39320002338;01/10/2021;RICARICA;ATTIVO
39320002339;18/05/2024;CONSUMO;ATTIVO
39320002340;13/03/2025;RICARICA;ATTIVO
39320002341;23/09/2025;CONSUMO;ATTIVO
39320002342;29/10/2025;RICARICA;ATTIVO
39320002343;18/02/2025;CONSUMO;SOSPESO
39320002344;19/07/2024;RICARICA;ATTIVO
39320002345;06/03/2022;CONSUMO;ATTIVO
39320002346;19/08/2022;RICARICA;ATTIVO
39320002347;02/03/2026;CONSUMO;ATTIVO
39320002348;25/12/2024;RICARICA;ATTIVO
39320002349;31/12/2021;CONSUMO;ATTIVO
39320002350;22/11/2024;RICARICA;ATTIVO
39320002351;25/12/2024;CONSUMO;ATTIVO
39320002352;23/12/2022;RICARICA;ATTIVO
39320002353;08/04/2024;CONSUMO;ATTIVO
39320002354;28/09/2024;RICARICA;ATTIVO
39320002355;12/10/2024;CONSUMO;ATTIVO
39320002356;20/09/2025;RICARICA;ATTIVO
39320002357;03/12/2025;CONSUMO;ATTIVO
39320002358;14/07/2025;RICARICA;ATTIVO
39320002359;07/08/2021;CONSUMO;ATTIVO
39320002360;25/10/2021;RICARICA;ATTIVO
39320002361;26/04/2021;CONSUMO;ATTIVO
39320002362;17/03/2025;RICARICA;ATTIVO
39320002363;10/08/2022;CONSUMO;ATTIVO
39320002364;27/10/2021;RICARICA;ATTIVO
39320002365;15/11/2024;CONSUMO;ATTIVO
39320002366;22/02/2022;RICARICA;ATTIVO
39320002367;08/03/2021;CONSUMO;ATTIVO
39320002368;16/07/2023;RICARICA;ATTIVO
39320002369;13/11/2025;CONSUMO;ATTIVO
39320002370;25/02/2024;RICARICA;ATTIVO
39320002371;01/03/2025;CONSUMO;ATTIVO
39320002372;08/03/2023;RICARICA;ATTIVO
39320002373;26/05/2025;CONSUMO;ATTIVO
39320002374;26/11/2024;RICARICA;ATTIVO
39320002375;22/09/2024;CONSUMO;ATTIVO
39320002376;21/02/2023;RICARICA;ATTIVO
39320002377;03/06/2025;CONSUMO;SOSPESO
39320002378;03/10/2022;RICARICA;SOSPESO
39320002379;21/04/2021;CONSUMO;ATTIVO
39320002380;30/05/2022;RICARICA;ATTIVO
39320002381;15/11/2025;CONSUMO;ATTIVO
39320002382;18/11/2025;RICARICA;ATTIVO
39320002383;07/04/2022;CONSUMO;ATTIVO
39320002384;14/12/2024;RICARICA;ATTIVO
39320002385;24/01/2023;CONSUMO;ATTIVO
39320002386;25/01/2024;RICARICA;ATTIVO
39320002387;07/02/2022;CONSUMO;ATTIVO
39320002388;01/02/2022;RICARICA;ATTIVO
39320002389;30/12/2021;CONSUMO;SOSPESO
39320002390;02/06/2021;RICARICA;ATTIVO
39320002391;22/12/2021;CONSUMO;ATTIVO
39320002392;02/09/2021;RICARICA;ATTIVO
39320002393;28/05/2023;CONSUMO;ATTIVO
39320002394;26/06/2022;RICARICA;ATTIVO
39320002395;11/04/2024;CONSUMO;ATTIVO
39320002396;12/01/2021;RICARICA;ATTIVO
39320002397;24/12/2024;CONSUMO;SOSPESO
39320002398;23/03/2021;RICARICA;ATTIVO
39320002399;23/10/2022;CONSUMO;ATTIVO
39320002400;04/05/2025;RICARICA;SOSPESO
39320002401;14/06/2024;CONSUMO;ATTIVO
39320002402;09/09/2022;RICARICA;ATTIVO
39320002403;18/03/2024;CONSUMO;ATTIVO
39320002404;30/05/2021;RICARICA;ATTIVO
39320002405;13/10/2022;CONSUMO;ATTIVO
39320002406;12/01/2022;RICARICA;ATTIVO
39320002407;30/05/2025;CONSUMO;ATTIVO
39320002408;02/05/2023;RICARICA;ATTIVO
39320002409;07/04/2023;CONSUMO;ATTIVO
39320002410;30/03/2022;RICARICA;ATTIVO
39320002411;20/09/2024;CONSUMO;ATTIVO
39320002412;09/01/2023;RICARICA;ATTIVO
39320002413;22/03/2025;CONSUMO;ATTIVO
39320002414;31/08/2023;RICARICA;SOSPESO
39320002415;14/08/2025;CONSUMO;ATTIVO
39320002416;22/08/2024;RICARICA;ATTIVO
39320002417;01/10/2024;CONSUMO;ATTIVO
39320002418;08/05/2022;RICARICA;ATTIVO
39320002419;10/06/2024;CONSUMO;ATTIVO
39320002420;15/05/2022;RICARICA;SOSPESO
39320002421;29/10/2024;CONSUMO;ATTIVO
39320002422;21/02/2023;RICARICA;ATTIVO
39320002423;21/08/2021;CONSUMO;ATTIVO
39320002424;12/01/2024;RICARICA;ATTIVO
39320002425;20/02/2021;CONSUMO;ATTIVO
39320002426;11/08/2025;RICARICA;ATTIVO
39320002427;20/11/2023;CONSUMO;ATTIVO
39320002428;02/07/2023;RICARICA;ATTIVO
39320002429;31/08/2022;CONSUMO;ATTIVO
39320002430;30/01/2022;RICARICA;ATTIVO
39320002431;18/06/2021;CONSUMO;SOSPESO
39320002432;09/12/2021;RICARICA;SOSPESO
39320002433;03/05/2025;CONSUMO;ATTIVO
39320002434;16/01/2021;RICARICA;ATTIVO
39320002435;08/03/2022;CONSUMO;ATTIVO
39320002436;04/05/2025;RICARICA;ATTIVO
39320002437;04/11/2024;CONSUMO;ATTIVO
39320002438;01/08/2021;RICARICA;ATTIVO
39320002439;25/08/2025;CONSUMO;ATTIVO
39320002440;27/02/2025;RICARICA;ATTIVO
39320002441;17/08/2024;CONSUMO;ATTIVO
39320002442;28/05/2021;RICARICA;ATTIVO
39320002443;11/11/2021;CONSUMO;ATTIVO
39320002444;08/01/2025;RICARICA;ATTIVO
39320002445;29/06/2021;CONSUMO;ATTIVO
39320002446;31/12/2021;RICARICA;ATTIVO
39320002447;17/02/2024;CONSUMO;ATTIVO
39320002448;10/08/2025;RICARICA;ATTIVO
39320002449;14/06/2022;CONSUMO;ATTIVO
39320002450;13/07/2023;RICARICA;ATTIVO
39320002451;06/06/2023;CONSUMO;ATTIVO
39320002452;09/03/2023;RICARICA;ATTIVO
39320002453;01/01/2024;CONSUMO;ATTIVO
39320002454;15/01/2025;RICARICA;ATTIVO
39320002455;29/03/2025;CONSUMO;ATTIVO
39320002456;04/04/2021;RICARICA;ATTIVO
39320002457;29/05/2021;CONSUMO;ATTIVO
39320002458;27/10/2023;RICARICA;ATTIVO
39320002459;31/05/2025;CONSUMO;ATTIVO
39320002460;27/05/2024;RICARICA;ATTIVO
39320002461;17/04/2025;CONSUMO;SOSPESO
39320002462;21/02/2023;RICARICA;ATTIVO
39320002463;15/09/2024;CONSUMO;ATTIVO
39320002464;17/11/2021;RICARICA;ATTIVO
39320002465;07/10/2021;CONSUMO;ATTIVO
39320002466;20/06/2025;RICARICA;ATTIVO
39320002467;23/01/2024;CONSUMO;ATTIVO
39320002468;22/07/2024;RICARICA;ATTIVO
39320002469;19/10/2024;CONSUMO;ATTIVO
39320002470;17/06/2025;RICARICA;ATTIVO
39320002471;19/08/2024;CONSUMO;ATTIVO
39320002472;23/01/2021;RICARICA;ATTIVO
39320002473;11/02/2024;CONSUMO;ATTIVO
39320002474;27/03/2021;RICARICA;ATTIVO
39320002475;06/05/2024;CONSUMO;ATTIVO
39320002476;27/01/2024;RICARICA;SOSPESO
39320002477;17/09/2022;CONSUMO;ATTIVO
39320002478;27/02/2025;RICARICA;ATTIVO
39320002479;06/12/2022;CONSUMO;ATTIVO
39320002480;29/01/2026;RICARICA;ATTIVO
39320002481;16/11/2023;CONSUMO;ATTIVO
39320002482;12/01/2022;RICARICA;ATTIVO
39320002483;06/09/2025;CONSUMO;ATTIVO
39320002484;23/08/2021;RICARICA;ATTIVO
39320002485;26/06/2025;CONSUMO;ATTIVO
39320002486;22/04/2021;RICARICA;ATTIVO
39320002487;30/01/2024;CONSUMO;ATTIVO
39320002488;31/01/2024;RICARICA;ATTIVO
39320002489;07/10/2024;CONSUMO;ATTIVO
39320002490;21/07/2021;RICARICA;ATTIVO
39320002491;04/04/2024;CONSUMO;ATTIVO
39320002492;09/11/2022;RICARICA;ATTIVO
39320002493;06/10/2024;CONSUMO;ATTIVO
39320002494;24/07/2021;RICARICA;ATTIVO
39320002495;23/05/2021;CONSUMO;ATTIVO
39320002496;13/10/2022;RICARICA;ATTIVO
39320002497;04/11/2022;CONSUMO;ATTIVO
39320002498;19/09/2022;RICARICA;ATTIVO
39320002499;09/11/2021;CONSUMO;ATTIVO
39320002500;17/01/2023;RICARICA;ATTIVO
39320002501;28/05/2023;CONSUMO;ATTIVO
39320002502;04/10/2022;RICARICA;ATTIVO
39320002503;30/03/2022;CONSUMO;ATTIVO
39320002504;05/08/2024;RICARICA;ATTIVO
39320002505;17/09/2025;CONSUMO;ATTIVO
39320002506;23/10/2024;RICARICA;ATTIVO
39320002507;03/12/2025;CONSUMO;ATTIVO
39320002508;02/07/2023;RICARICA;ATTIVO
39320002509;18/09/2022;CONSUMO;ATTIVO
39320002510;11/08/2021;RICARICA;ATTIVO
39320002511;27/05/2024;CONSUMO;ATTIVO
39320002512;29/07/2022;RICARICA;ATTIVO
39320002513;14/10/2021;CONSUMO;ATTIVO
39320002514;07/02/2022;RICARICA;ATTIVO
39320002515;21/12/2025;CONSUMO;ATTIVO
39320002516;29/01/2025;RICARICA;ATTIVO
39320002517;08/02/2021;CONSUMO;ATTIVO
39320002518;17/07/2024;RICARICA;ATTIVO
39320002519;06/04/2024;CONSUMO;ATTIVO
39320002520;25/04/2025;RICARICA;ATTIVO
39320002521;31/01/2026;CONSUMO;ATTIVO
39320002522;18/06/2022;RICARICA;ATTIVO
39320002523;11/01/2024;CONSUMO;ATTIVO
39320002524;07/05/2025;RICARICA;ATTIVO
39320002525;15/03/2023;CONSUMO;ATTIVO
39320002526;01/05/2025;RICARICA;ATTIVO
39320002527;22/10/2025;CONSUMO;ATTIVO
39320002528;10/08/2023;RICARICA;ATTIVO
39320002529;05/07/2021;CONSUMO;ATTIVO
